,주소,토지이용상황,공시지가
851338,충청남도 금산군 복수면 목소리 181-1,전,3300
1146669,충청남도 홍성군 금마면 송암리 471-1,답,15100
481094,충청남도 서산시 음암면 도당리 732-8,전,22200
741396,충청남도 당진시 순성면 아찬리 111-1,답,20000
305821,충청남도 아산시 염치읍 산양리 205,전,39500
221923,충청남도 보령시 웅천읍 황교리 29-2,답,14900
561389,충청남도 논산시 광석면 천동리 62,전,26400
1100331,충청남도 청양군 남양면 봉암리 575,답,11600
312820,충청남도 아산시 배방읍 수철리 62-1,답,30400
955160,충청남도 부여군 세도면 청포리 71-10,답,16800
236358,충청남도 보령시 천북면 하만리 314,전,18100
1304111,충청남도 예산군 고덕면 사리 759-6,전,20800
65177,충청남도 천안시 서북구 성환읍 율금리 256-1,전,101500
1029674,충청남도 서천군 판교면 만덕리 180-3,전,9500
792278,충청남도 금산군 금성면 하신리 244-2,전,12700
96933,충청남도 천안시 서북구 입장면 유리 417-1,답,41700
264823,충청남도 보령시 남포면 옥동리 250-1,전,22700
203513,충청남도 공주시 신풍면 선학리 350-1,전,10700
882694,충청남도 부여군 은산면 신대리 302,답,23100
1379360,충청남도 태안군 남면 신온리 203-13,답,17400
478660,충청남도 서산시 성연면 예덕리 204-2,전,27700
523709,충청남도 서산시 고북면 정자리 487-1,전,22700
743760,충청남도 당진시 순성면 갈산리 42,답,31900
1099706,충청남도 청양군 남양면 금정리 645-8,답,19100
534557,충청남도 논산시 연무읍 죽본리 268,답,17100
302431,충청남도 아산시 용화동 38-20,과수원,39600
658541,충청남도 당진시 합덕읍 대전리 193,전,28800
333965,충청남도 아산시 음봉면 신수리 284-4,전,99300
1302239,충청남도 예산군 고덕면 용리 509,전,24000
1346096,충청남도 태안군 안면읍 승언리 2047-34,답,13400
789540,충청남도 금산군 금성면 하류리 231,전,17000
1145169,충청남도 홍성군 금마면 덕정리 374,과수원,17000
946350,충청남도 부여군 장암면 석동리 73,전,10700
556341,충청남도 논산시 광석면 신당리 736-2,답,19100
319947,충청남도 아산시 배방읍 구령리 380-1,답,112500
557561,충청남도 논산시 광석면 득윤리 239-4,전,19800
814781,충청남도 금산군 군북면 호티리 586,답,21500
1241990,충청남도 예산군 대술면 이티리 71,전,7100
281502,충청남도 보령시 주산면 화평리 553-1,답,12600
682540,충청남도 당진시 고대면 용두리 412-3,전,50100
907916,충청남도 부여군 홍산면 토정리 279-10,전,9470
927628,충청남도 부여군 충화면 만지리 641,전,10600
738042,충청남도 당진시 순성면 나산리 346-6,전,39300
50751,충청남도 천안시 동남구 병천면 봉항리 373-8,답,26500
744879,충청남도 당진시 우강면 창리 94-2,답,18500
1091557,충청남도 청양군 장평면 분향리 793-25,답,13800
239736,충청남도 보령시 천북면 사호리 267-2,전,12300
181866,충청남도 공주시 우성면 목천리 11-3,답,36600
9915,충청남도 천안시 동남구 목천읍 동평리 222,전,109300
147979,충청남도 공주시 계룡면 양화리 617-1,답,22700
976094,충청남도 서천군 서천읍 화성리 481-4,답,14700
1227936,충청남도 예산군 삽교읍 창정리 403-7,답,17000
485556,충청남도 서산시 음암면 율목리 291-1,답,18200
725337,충청남도 당진시 정미면 덕마리 315-3,답,98600
1128079,충청남도 홍성군 광천읍 옹암리 91-44,전,12400
180336,충청남도 공주시 우성면 내산리 402-1,답,29500
413925,충청남도 서산시 대산읍 대산리 439,전,44600
299621,충청남도 아산시 법곡동 174-3,전,95500
769688,충청남도 당진시 송산면 당산리 659-8,답,24200
756881,충청남도 당진시 신평면 초대리 907-5,답,20400
1243418,충청남도 예산군 신양면 신양리 669,전,13800
973035,충청남도 서천군 장항읍 옥산리 665-8,답,18500
1193515,충청남도 홍성군 서부면 중리 40,답,17000
890920,충청남도 부여군 은산면 가곡리 408,전,9710
524731,충청남도 서산시 고북면 사기리 52-20,전,14800
1233372,충청남도 예산군 삽교읍 신가리 651-22,전,23900
373749,충청남도 아산시 선장면 돈포리 882,답,17100
921017,충청남도 부여군 남면 회동리 598-8,답,21100
188976,충청남도 공주시 사곡면 신영리 329-7,답,23300
1394537,충청남도 태안군 소원면 소근리 337-1,전,18600
427480,충청남도 서산시 인지면 둔당리 218-12,전,117000
1266139,충청남도 예산군 대흥면 노동리 3,답,13000
1055434,충청남도 청양군 청양읍 학당리 294-4,전,19100
1341514,충청남도 태안군 태안읍 삭선리 741-1,전,25900
701382,충청남도 당진시 석문면 장고항리 98-1,답,97700
175962,충청남도 공주시 정안면 내문리 88,답,9930
130651,충청남도 공주시 탄천면 삼각리 69-1,답,48700
1234272,충청남도 예산군 삽교읍 효림리 381,답,19600
1392833,충청남도 태안군 소원면 신덕리 1035,전,8980
14530,충청남도 천안시 동남구 풍세면 풍서리 436-4,답,34900
516918,충청남도 서산시 고북면 용암리 396-26,전,24000
326065,충청남도 아산시 송악면 거산리 85-2,전,11700
343827,충청남도 아산시 둔포면 신법리 384-2,답,39900
887597,충청남도 부여군 은산면 경둔리 572-1,답,13000
858734,충청남도 금산군 추부면 장대리 305,전,34200
175664,충청남도 공주시 정안면 문천리 239-2,전,19500
1160105,충청남도 홍성군 홍동면 팔괘리 496-1,답,15800
482676,충청남도 서산시 음암면 탑곡리 139-2,전,18200
1275868,충청남도 예산군 덕산면 읍내리 72-2,답,44200
1372742,충청남도 태안군 남면 달산리 52-23,전,19400
1135418,충청남도 홍성군 홍북읍 대동리 55,답,87900
892364,충청남도 부여군 외산면 비암리 292,전,15700
1379898,충청남도 태안군 남면 신온리 673-11,답,16600
395600,충청남도 아산시 신창면 남성리 589-5,답,190500
676027,충청남도 당진시 송악읍 부곡리 90-5,답,96600
1371187,충청남도 태안군 남면 몽산리 974-1,전,32300
628277,충청남도 논산시 은진면 시묘리 397,전,15200
204509,충청남도 공주시 신풍면 평소리 414-2,답,19200
111731,충청남도 공주시 유구읍 유구리 421,전,38200
1151520,충청남도 홍성군 홍동면 월현리 241,전,16500
143650,충청남도 공주시 계룡면 구왕리 139,답,13900
718799,충청남도 당진시 정미면 천의리 485-3,답,15300
943851,충청남도 부여군 장암면 상황리 412-1,답,12100
1420460,충청남도 천안시 동남구 광덕면 원덕리 288,답,87300
724837,충청남도 당진시 정미면 대운산리 479,답,16000
1334172,충청남도 태안군 태안읍 평천리 884-1,전,66200
7697,충청남도 천안시 동남구 목천읍 서흥리 377,전,39000
347554,충청남도 아산시 둔포면 산전리 311-1,답,60400
13139,충청남도 천안시 동남구 목천읍 도장리 106-1,답,29300
52488,충청남도 천안시 동남구 병천면 송정리 449-3,답,29500
1432350,충청남도 태안군 소원면 파도리 1159-8,전,10500
1049309,충청남도 서천군 서면 주항리 204-1,답,13000
104308,충청남도 공주시 무릉동 510-4,전,49400
1105333,충청남도 청양군 화성면 용당리 75,전,12600
447411,충청남도 서산시 부석면 지산리 636-1,전,15100
17317,충청남도 천안시 동남구 풍세면 남관리 535-2,전,54100
838160,충청남도 금산군 남이면 석동리 434,전,5920
259111,충청남도 보령시 청라면 향천리 411-1,답,14600
1282938,충청남도 예산군 덕산면 내라리 69-5,전,26300
441993,충청남도 서산시 부석면 갈마리 119-1,전,18500
999381,충청남도 서천군 화양면 장상리 259-2,답,16600
284216,충청남도 보령시 미산면 도흥리 53,답,5090
51756,충청남도 천안시 동남구 병천면 용두리 384-5,답,29800
667430,충청남도 당진시 송악읍 청금리 353-13,전,42100
842033,충청남도 금산군 진산면 삼가리 125-3,전,16600
861860,충청남도 금산군 추부면 성당리 725,전,23800
1129785,충청남도 홍성군 광천읍 대평리 590-1,답,16200
910820,충청남도 부여군 홍산면 교원리 246-4,전,6290
944800,충청남도 부여군 장암면 장하리 838-1,답,13500
117532,충청남도 공주시 유구읍 추계리 498-2,전,26900
194691,충청남도 공주시 사곡면 월가리 275,전,13100
1105915,충청남도 청양군 화성면 신정리 78-1,전,14000
5351,충청남도 천안시 동남구 구룡동 192,답,268800
188322,충청남도 공주시 사곡면 호계리 498,전,26500
754752,충청남도 당진시 신평면 금천리 818,답,72700
701232,충청남도 당진시 석문면 삼봉리 2039,답,17700
1278913,충청남도 예산군 덕산면 신평리 445-3,전,94600
95032,충청남도 천안시 서북구 입장면 산정리 412-1,과수원,48100
1333975,충청남도 태안군 태안읍 평천리 667,답,32600
385055,충청남도 아산시 도고면 화천리 388-1,전,25400
1353667,충청남도 태안군 안면읍 창기리 774-6,답,44800
1259217,충청남도 예산군 광시면 월송리 568-7,전,14200
1093579,충청남도 청양군 남양면 신왕리 724-5,답,14400
1029626,충청남도 서천군 판교면 만덕리 141,전,10300
527694,충청남도 논산시 등화동 377-1,전,13900
981220,충청남도 서천군 서천읍 두왕리 205-9,답,23900
653444,충청남도 당진시 합덕읍 운산리 786-1,답,49000
1116903,충청남도 홍성군 홍성읍 옥암리 456-17,전,122000
136916,충청남도 공주시 탄천면 송학리 315-1,전,12300
31967,충청남도 천안시 동남구 북면 오곡리 411-7,전,62400
883871,충청남도 부여군 은산면 오번리 127-2,답,13200
994149,충청남도 서천군 화양면 와초리 363-2,답,14300
1380879,충청남도 태안군 근흥면 두야리 528,전,29300
439368,충청남도 서산시 부석면 송시리 79-13,전,24400
646511,충청남도 당진시 시곡동 759-16,전,66500
427784,충청남도 서산시 인지면 둔당리 389-2,답,23500
160874,충청남도 공주시 의당면 수촌리 791-6,답,38100
227668,충청남도 보령시 주포면 연지리 66-1,답,13300
886135,충청남도 부여군 은산면 나령리 150,답,7650
328884,충청남도 아산시 탕정면 용두리 172-5,전,72400
934229,충청남도 부여군 양화면 시음리 751-2,답,12300
223296,충청남도 보령시 웅천읍 죽청리 202-5,답,16200
937870,충청남도 부여군 임천면 비정리 146-1,답,13900
692464,충청남도 당진시 고대면 옥현리 1026,답,13400
596364,충청남도 논산시 연산면 관동리 545-6,답,21700
117866,충청남도 공주시 유구읍 덕곡리 115-1,답,26200
1368176,충청남도 태안군 고남면 고남리 1390,답,14000
662571,충청남도 당진시 합덕읍 점원리 333-2,답,19500
181305,충청남도 공주시 우성면 반촌리 77-1,답,28500
760089,충청남도 당진시 신평면 남산리 952,답,19500
1134440,충청남도 홍성군 홍북읍 내덕리 347-4,전,42700
1148997,충청남도 홍성군 금마면 죽림리 266-4,전,37500
1073509,충청남도 청양군 정산면 용두리 387,답,14300
545484,충청남도 논산시 연무읍 봉동리 1677-3,답,14500
1409552,충청남도 태안군 원북면 장대리 22-3,답,9990
1220507,충청남도 예산군 삽교읍 평촌리 58-2,답,27400
623326,충청남도 논산시 가야곡면 두월리 87,전,12200
1392558,충청남도 태안군 소원면 신덕리 813,전,17300
1426073,충청남도 논산시 광석면 천동리 703-17,답,15400
746461,충청남도 당진시 우강면 송산리 454-10,답,44800
877106,충청남도 부여군 규암면 신리 209-1,답,51600
1365790,충청남도 태안군 고남면 누동리 1022-2,전,16700
146850,충청남도 공주시 계룡면 하대리 717-1,답,25300
900468,충청남도 부여군 내산면 마전리 90,전,11100
943786,충청남도 부여군 장암면 상황리 328-1,답,8390
533373,충청남도 논산시 연무읍 동산리 275,답,17400
781207,충청남도 금산군 금산읍 계진리 364,전,27000
496819,충청남도 서산시 운산면 용장리 160-1,답,15700
316948,충청남도 아산시 배방읍 세출리 356-15,답,150400
520646,충청남도 서산시 고북면 남정리 540-2,전,22700
931969,충청남도 부여군 양화면 초왕리 130,답,12500
290939,충청남도 보령시 주교면 은포리 578,전,30200
1008068,충청남도 서천군 한산면 송산리 27,답,13300
1186784,충청남도 홍성군 서부면 광리 666,답,14300
723432,충청남도 당진시 정미면 수당리 77-9,답,15400
829676,충청남도 금산군 남일면 음대리 234-1,답,20400
302783,충청남도 아산시 용화동 374-41,과수원,62900
619310,충청남도 논산시 가야곡면 목곡리 384,전,12000
1197708,충청남도 홍성군 갈산면 행산리 66-1,답,21400
35032,충청남도 천안시 동남구 북면 대평리 306,전,24200
1280527,충청남도 예산군 덕산면 둔리 555-5,전,29600
666426,충청남도 당진시 송악읍 본당리 173,전,48000
39340,충청남도 천안시 동남구 성남면 용원리 457-1,답,37200
411613,충청남도 서산시 오남동 600-34,답,44900
1172620,충청남도 홍성군 은하면 대율리 170-1,전,18400
1224288,충청남도 예산군 삽교읍 송산리 204-7,답,39600
965442,충청남도 부여군 초촌면 응평리 313-12,전,13600
485688,충청남도 서산시 음암면 율목리 482,답,14400
15266,충청남도 천안시 동남구 풍세면 가송리 289,전,50200
392296,충청남도 아산시 신창면 행목리 115-20,전,64900
1196207,충청남도 홍성군 갈산면 가곡리 296-6,전,16100
